m/z	I	S/N	Res.	A %	I %	
343.21258	4597468	17.8	384546	0.6	0.8	
344.98435	2755693	9.9	527632	0.2	0.5	
344.98882	61225068	261.1	369598	9.0	10.3	
345.02520	8058998	32.7	386608	1.1	1.4	
345.02854	2645623	9.4	376366	0.3	0.4	
345.06159	24811646	104.6	371398	3.8	4.2	
345.06495	3414143	12.7	348366	0.4	0.6	
345.08273	5738627	22.7	377014	0.7	1.0	
345.09800	14870662	61.9	375139	2.0	2.5	
345.11912	3386507	12.6	393067	0.4	0.6	
345.13441	2843791	10.3	372511	0.3	0.5	
345.19189	4472988	17.3	422652	0.5	0.8	
345.22826	24664228	104.0	363429	3.7	4.1	
345.99216	10410318	42.8	382647	1.4	1.7	
346.06490	4103519	15.7	392046	0.5	0.7	
346.10132	3358055	12.5	348868	0.4	0.6	
346.23157	4733316	18.4	424070	0.5	0.8	
347.00446	3199536	11.8	388135	0.4	0.5	
347.04087	14809656	61.7	373537	2.1	2.5	
347.07265	3879487	14.7	496633	0.4	0.7	
347.07724	93420096	399.4	364175	13.3	15.7	
347.09833	4639301	18.0	394609	0.6	0.8	
347.11366	12261960	50.7	377717	1.7	2.1	
347.11701	4017737	15.3	401144	0.5	0.7	
348.04425	2773781	10.0	358043	0.3	0.5	
348.08059	17300252	72.4	374341	2.5	2.9	
349.02011	22363114	94.1	365205	3.3	3.8	
349.05650	31538162	133.5	365636	4.6	5.3	
349.05980	2855923	10.3	373843	0.3	0.5	
349.09176	3255290	12.0	688285	0.2	0.5	
349.09288	18586618	77.9	374353	2.6	3.1	
349.09626	3702779	13.9	383228	0.5	0.6	
349.11404	5991423	23.8	365110	0.8	1.0	
349.12930	7123971	28.6	386571	0.9	1.2	
350.02351	3344581	12.4	438549	0.3	0.6	
350.05985	5301453	20.8	371707	0.7	0.9	
350.09621	3798229	14.3	378545	0.5	0.6	
351.03468	3722656	14.0	719564	0.2	0.6	
351.03579	36928928	156.7	367484	5.6	6.2	
351.05691	4267429	16.4	393815	0.5	0.7	
351.07103	3497384	13.1	790040	0.2	0.6	
351.07215	38108584	161.7	360415	5.5	6.4	
351.07551	13020584	54.0	361144	2.0	2.2	
351.09333	5291436	20.8	372893	0.7	0.9	
351.10855	13864367	57.6	380971	2.0	2.3	
351.18467	5817792	23.0	380014	0.8	1.0	
351.20246	4324804	16.6	399435	0.5	0.7	
